A,B
P23193,Q9BUM1
P23193,O75530
P23193,Q96G46
P23193,Q7Z2T5
P23193,Q02241
P23193,Q86W50
P23193,Q6XQN6
P23193,Q8NCF5
Q9Y6K9,Q9Y2X8
Q9Y6K9,P28074
Q9Y6K9,Q7Z4H3
Q9Y6K9,P05111
Q9Y6K9,P29034
Q9Y6K9,O75409
Q9Y6K9,P58546
Q9Y6K9,Q03393
Q9Y6K9,Q9H7C4
Q9Y6K9,Q86SQ7
Q9Y6K9,P49454
Q9Y6K9,P0CG47
Q9Y6K9,O15111
Q9Y6K9,O14920
Q9Y6K9,Q9UHD2
Q9Y6K9,O75312
Q9Y6K9,Q92844
Q9Y6K9,P11464
Q9Y6K9,P36941
Q9Y6K9,Q6ZSG2
Q9Y6K9,Q9C0C4
Q9Y6K9,Q13451
Q9Y6K9,Q96PV0
Q9Y6K9,P29083
Q9Y6K9,O43930
Q9Y6K9,Q96SF2
Q9Y6K9,Q1A5X7
Q9Y6K9,P25963
Q9Y6K9,P07900
Q9Y6K9,P08238
Q9Y6K9,P20585
Q9Y6K9,Q15907
Q9Y6K9,Q5T8P6
Q9Y6K9,Q6WKZ4
Q9Y6K9,Q9GZS1
Q9Y6K9,Q9H3R2
Q9Y6K9,Q9H8G2
Q9H093,Q58FF7
Q9H093,Q14315
Q9H093,Q6S5L8
Q9H093,Q96JK2
Q9H093,Q8IYD1
Q9H093,P27448
Q9H093,Q9Y297
Q9H093,Q9UKB1
Q9H093,O14974
Q9H093,Q96HN2
P55198,P17544
P55198,Q15075
P55198,P24534
P55198,P29692
P55198,P49589
P55198,Q8TEK3
P55198,O14715
P55198,Q8IWJ2
P55198,P17535
P55198,P05412
P55198,P26640
P55198,P53567
P55198,P55197
P55198,Q05639
P55198,Q9UBP9
P55198,Q6DN90
P55198,Q5FBB7
P55198,Q9Y294
P55198,P49450
P55198,Q14562
P55198,Q9BYG3
P55198,P09874
P55198,Q9GZS1
P55198,P62899
P55198,P27635
P55198,Q03111
P55198,O00567
P55198,O95619
Q9UET6,Q9Y5P4
Q9UET6,P20309
Q9UET6,P78423
Q9UET6,P62330
Q9UET6,P78310
Q9UET6,P11279
Q9UET6,Q8N6T7
Q9UET6,Q9P2D0
Q9UET6,O75923
Q9UET6,Q86WX3
Q9UET6,Q96JP5
Q9UET6,Q9NNW5
Q9UET6,Q70EL4
Q9Y5P4,Q9H568
Q9Y5P4,Q2TAY7
Q9Y5P4,P78368
Q9Y5P4,Q8IY31
Q9Y5P4,Q9NQT5
Q9Y5P4,Q99502
Q9Y5P4,Q96T51
Q9Y5P4,O00186
Q9Y5P4,Q9H714
Q9Y5P4,P27448
Q9Y5P4,Q7KZI7
Q9Y5P4,Q6Q0C0
Q9Y5P4,Q9NQZ7
Q9Y5P4,P46060
Q9Y5P4,P49792
Q9H902,P21291
Q9H902,P56539
Q9H902,Q9BRK0
Q9H902,P13591
Q9H902,O15162
Q9H902,Q6NVH7
Q9H902,O95274
Q9H902,Q16322
Q9H902,Q6NUK4
P21291,Q16790
P21291,P42765
P21291,P61960
P21291,P04792
P21291,Q96I24
P21291,P35658
P21291,P23528
P21291,P37837
O95602,Q96IM9
O95602,P62875
O95602,P61218
O95602,P0DPB6
O95602,P0DPB5
O95602,Q9UBK9
O95602,P19388
O95602,Q9UHW5
O95602,Q3B726
O95602,Q86WV1
O95602,Q5TGI0
O95602,Q9NYV6
O95602,P30203
O95602,Q9UBX5
O95602,Q8NA77
O95602,Q96A61
O95602,O15446
O95602,Q9GZS1
O95602,Q5T7N2
O95602,O60879
O95602,P52434
O95602,Q9H9Y6
O95602,O15212
O95602,O94763
O95602,P53803
O95602,Q15572
O95602,Q53T94
O95602,Q7KZ85
O95602,Q96MX6
O95602,Q9H6T3
O95602,Q9HCH0
O95602,Q9HCN4
O95602,Q9NUG6
O95602,Q9P206
O95602,Q9UHV9
O95602,Q9Y230
O95602,Q9Y265
O95602,P68104
O95602,P32969
O95602,P30876
O95602,Q05639
O95602,O14802
O95602,Q9NW08
O95602,P46782
O95602,P62906
Q96IM9,P68543
Q96IM9,Q8NEK8
Q96IM9,O15357
Q96IM9,Q8WUH2
Q96IM9,Q9NZN5
Q96IM9,Q0VDG4
Q96IM9,Q15398
Q96IM9,P56597
Q15012,Q6PL24
Q15012,Q8TAQ9
Q15012,P80370
Q15012,A2RU67
Q15012,Q12999
Q15012,P35504
Q6PL24,Q9NX76
Q6PL24,P21741
Q6PL24,Q96IZ2
Q6PL24,Q53HI1
Q6PL24,Q9H1M3
Q6PL24,Q12893
Q6PL24,Q86SJ2
Q6PL24,O14681
Q6PL24,Q969W1
Q6PL24,Q8N8Q1
Q6PL24,Q8IXM3
Q6PL24,Q9UI09
Q6PL24,Q9Y676
Q6PL24,P10966
Q6PL24,P32249
Q6PL24,P78508
Q6PL24,P43115
Q6PL24,Q8NCE0
Q6PL24,P51575
Q6PL24,Q86VH5
Q6PL24,Q15796
Q6PL24,Q8IVP5
Q6PL24,Q9ULW2
Q6PL24,O95260
Q6PL24,P47901
Q6PL24,O60755
Q6PL24,Q9Y5Q3
Q6PL24,Q9UPC5
Q6PL24,Q6ZRR5
Q6PL24,Q99442
Q6PL24,P43307
Q9UHH9,P07205
Q15173,P30153
Q15173,Q12879
Q15173,Q8N2R8
Q15173,P56704
Q15173,Q5FBB7
Q15173,P30154
Q15173,P67775
Q15173,Q69YH5
Q15173,O94966
Q15173,Q96RQ1
Q15173,Q5SYE7
Q15173,Q96EY5
Q15173,Q5TF21
Q15173,Q76NI1
Q15173,Q9Y4K1
P30153,Q14738
P30153,O43815
P30153,Q15257
P30153,Q08AF8
P30153,Q4G163
P30153,Q9Y534
P30153,Q9ULQ0
P30153,Q5VSL9
P30153,Q12879
P30153,Q9NVK5
P30153,O94983
P30153,Q9BXL8
P30153,Q96E09
P30153,P60510
P30153,P62714
P30153,Q9NUC0
P30153,Q9NS73
P30153,O95684
P30153,Q9Y570
P30153,Q9BQ95
P30153,Q562F6
P30153,Q13362
P30153,Q9Y2T4
P30153,Q00005
P30153,Q66LE6
P30153,Q9NQX6
P30153,Q9Y3X0
P30153,Q14BN4
P30153,Q9BWN1
P30153,Q9NRL3
P30153,Q5TF21
P30153,P30154
P30153,Q9NVR7
P30153,Q16537
P30153,Q75QN2
P30153,Q9Y375
P30153,P22830
P30153,Q86XL3
P30153,P63151
P30153,P67775
P30153,Q9Y5P8
P30153,Q06190
P30153,Q5FBB7
P30153,Q5VT06
P30153,Q9Y3A3
P30153,O75145
P30153,Q969Q6
P30153,Q9P2B4
P30153,Q9BXF6
P30153,Q14140
P30153,Q8TBC5
P30153,Q8TF05
P30153,Q5SYE7
P30153,Q9Y3Z3
P30153,Q96HW7
P30153,O94988
P30153,P21283
P30153,Q07021
P30153,Q12948
P30153,Q5THK1
P30153,Q68E01
P30153,Q86W92
P30153,Q8N201
P30153,Q8N461
P30153,Q93052
P30153,Q96CB8
P30153,Q99958
P30153,Q9NUQ8
P30153,Q9NV88
P30153,Q9UGP4
P30153,Q9UL03
P30153,Q9Y4B5
P30153,Q13563
P30153,Q7Z3U7
P30153,Q9P2W9
P30153,P29597
P30153,Q8IVF7
P30153,Q86YA3
P30153,Q96NB1
P30153,O14976
P30153,O43252
P30153,O43681
P30153,O95084
P30153,O95235
P30153,O95297
P30153,P00367
P30153,P49448
P30153,P17931
P30153,P20908
P30153,P35227
P30153,P39880
P30153,P42785
P30153,P49406
P30153,P51955
P30153,P53634
P30153,Q13506
P30153,Q5FWF5
P30153,Q5SW79
P30153,Q5VSY0
P30153,Q5XKE5
P30153,Q6P9B9
P30153,Q6ZRS2
P30153,Q86TI2
P30153,Q8IYS2
P30153,Q8N9N2
P30153,Q8NBF6
P30153,Q9H9T3
P30153,Q9NVC6
P30153,Q9NVH2
P30153,Q9NZ32
P30153,Q9P209
P30153,Q9P2X0
P30153,Q9UPN4
P30153,Q9UPZ3
P30153,P29084
P30153,Q96AH0
P30153,Q96SY0
P30153,P50213
P30153,P11310
P30153,Q9Y697
P30153,P05023
P30153,P08574
P30153,P53675
P30153,Q06210
P30153,Q5UIP0
P30153,P11498
P30153,Q5T9A4
P30153,Q9NZN4
P30153,Q00610
P30153,P04844
P30153,Q53GQ0
P30153,O94808
P30153,P04843
P30153,Q5THJ4
P30153,Q9UM00
P30153,P22695
P30153,Q86W42
P30153,Q9NS69
P30153,P27824
P11217,P06737
P11217,P11216
P11217,Q03112
P11217,Q04726
P11217,Q8N961
P11217,Q9H0K4
P11217,Q04446
P06737,P11216
P06737,Q8NA75
P06737,Q8N8Y5
P06737,Q99436
P06737,Q04446
P06737,P00558
P06737,Q8NBJ5
P06737,P17858
P06737,P28074
P11216,Q86XI6
P11216,O15117
P11216,Q5T7B8
P11216,O95803
P11216,Q5SY80
P11216,P35913
P11216,P46976
P11216,P35573
P11216,O95210
P11216,Q8IWZ8
P11216,O15488
P11216,Q6ZSY5
P11216,Q6ZTQ4
P11216,Q96G23
P11216,Q8N8Y5
P11216,Q92973
P11216,P41743
P11216,P53396
P11216,Q8NCW5
P11216,Q04446
P11216,P17858
P11216,Q9H993
O75459,Q9Y6V7
O75459,P43005
O75459,P22732
O75459,Q9NUJ1
O75459,Q8N960
O75459,A1XBS5
O75459,Q9H8H0
O75459,Q5VZE5
O75459,Q14703
O75459,Q5SVZ6
O75459,Q01433
O75459,Q8TBX8
O75459,Q969X6
O75459,Q9ULC4
O75459,Q9BYB4
O75459,Q8WVZ9
O75459,Q5QP82
O75459,Q8WVV9
O75459,Q9BRP1
O75459,Q96P47
O75459,P11532
Q9Y6V7,Q9ULW3
Q9Y6V7,Q9UI08
Q9Y6V7,Q6ZMZ0
Q9Y6V7,Q8NHP1
Q9Y6V7,Q6ZU52
Q9Y6V7,Q8NCP5
Q9Y6V7,Q8NI51
Q9Y6V7,P27695
Q9Y6V7,O15446
Q9Y6V7,P49450
Q9Y6V7,Q9BUQ8
Q9Y6V7,P62807
Q9Y6V7,P09651
Q9Y6V7,Q9BYG3
Q9Y6V7,O00567
Q9Y6V7,P09874
Q9Y6V7,P62899
Q9Y6V7,P62847
Q9Y6V7,P62753
Q9Y6V7,Q08J23
P43005,Q8TBG9
P43005,P78382
P43005,Q9NPD7
P43005,Q8IZV2
P43005,Q9H4G1
P43005,O00214
P43005,Q13291
P43005,Q9BT67
P43005,O15357
P43005,Q6UWP8
P43005,Q6UXV4
P43005,Q9Y6R0
P43005,P49757
P43005,Q86X52
P43005,Q8IYU8
P43005,Q9NPF0
P43005,P0CG08
P43005,B7ZAQ6
P43005,Q6P1N0
P43005,Q8N138
P43005,P11362
P43005,Q6Y1H2
P43005,Q8WUD6
P43005,P61006
P43005,Q96DA6
P43005,O60493
P43005,Q9NR77
P43005,Q7Z5G4
P43005,Q96HH4
P43005,Q6NVV3
P43005,Q9H1Z9
P43005,P04234
P43005,P62491
P22732,Q99437
P22732,Q8N3G9
P22732,Q68DH5
P22732,P54707
P22732,Q01814
P22732,Q8N6M3
P22732,A6NFN3
P22732,Q8WY07
P22732,Q9BZF3
A7E2Y1,Q99832
A7E2Y1,P11142
A7E2Y1,P50991
A7E2Y1,P49368
A7E2Y1,P50990
A7E2Y1,Q92526
A7E2Y1,P40227
A7E2Y1,P17987
A7E2Y1,P48643
A7E2Y1,P78371
A7E2Y1,Q8IXX5
A7E2Y1,Q9C099
A7E2Y1,Q8IYB3
A7E2Y1,Q92552
A7E2Y1,Q8TEL6
A7E2Y1,O00629
A7E2Y1,P52298
A7E2Y1,P54289
A7E2Y1,Q15291
A7E2Y1,Q96HS1
A7E2Y1,Q99442
A7E2Y1,Q9H9Q2
A7E2Y1,Q9NYF8
A7E2Y1,P08574
A7E2Y1,P12277
A7E2Y1,P04075
A7E2Y1,Q8N335
A7E2Y1,Q99798
A7E2Y1,P67936
A7E2Y1,O43707
Q9NXR5,Q12951
Q9NXR5,Q86TI2
P15976,Q9NRQ2
P15976,Q9NW38
P15976,Q9BY27
P15976,Q9BYQ6
P15976,Q9H2U1
Q8NFV4,P06703
Q8NFV4,P47985
Q8NFV4,Q86WC4
Q8NFV4,P36871
O94829,P23760
O94829,Q9Y241
O94829,Q8N7X8
O94829,P20718
O94829,Q96PE5
O94829,Q8TDB4
O94829,Q13304
O94829,P21462
O94829,P21730
O94829,O00398
O94829,Q92185
O94829,O43825
O94829,O43493
O94829,P51648
O94829,P20309
O94829,P49146
O94829,P09758
O94829,Q9H0X4
O94829,Q9Y661
O94829,P25942
O94829,Q9Y639
Q9UGK8,Q96FX2
Q9UGK8,O15031
Q9UGK8,Q9NZS9
O75935,P07919
O75935,O95715
O75935,P11142
O75935,Q9NR09
O75935,Q96DA0
O75935,P01036
O75935,Q5TBK1
O75935,Q9BTE1
O75935,O00399
O75935,Q15528
O75935,P47756
O75935,Q9NYP9
O75935,P47755
O75935,Q14203
O75935,P61163
O75935,P42025
O75935,Q9H1M4
O75935,Q86WX3
O75935,Q562R1
O75935,Q9GZP0
O75935,Q6ZU15
O75935,P52907
O75935,Q15349
O75935,A1L0T0
O75935,A1L170
O75935,Q9UH17
O75935,P61619
O75935,Q8WZA0
O75935,P08865
O75935,Q2TB18
O75935,Q8NHM4
O75935,P07478
O75935,P07477
O75935,P06396
O75935,Q96GX9
O75935,Q92614
O75935,P49848
O75935,O00159
O75935,O15145
O75935,O43293
O75935,O60287
O75935,O75400
O75935,O94782
O75935,P15923
O75935,P26583
O75935,P35269
O75935,P42285
O75935,P53634
O75935,P61962
O75935,P63096
O75935,P67936
O75935,P68032
O75935,P63267
O75935,P62736
O75935,P82933
O75935,Q00610
O75935,Q06830
O75935,Q14165
O75935,Q9UBC1
O75935,O00712
O75935,Q5XKE5
O75935,Q6P0N0
O75935,Q6PJT7
O75935,Q8IWJ2
O75935,Q8N1B3
O75935,Q8N2N9
O75935,Q92738
O75935,Q92828
O75935,Q96MC2
O75935,Q9C0D2
O75935,Q9HBT8
O75935,P0CG31
O75935,Q9NP97
O75935,Q9NY12
O75935,Q9NZ32
O75935,Q9UJW0
O75935,Q9Y580
O75935,Q9Y608
O75935,Q5T7N2
O75935,Q5T3J3
O75935,Q9Y6G9
Q8N6F8,O95947
Q8N6F8,Q8IVS8
Q8N6F8,Q15935
Q8N6F8,Q99958
Q8N6F8,P50991
Q8N6F8,P49368
Q8N6F8,Q92526
Q8N6F8,Q92466
Q01974,Q03060
Q01974,Q9NP73
Q01974,Q96IP4
Q01974,Q6P1W5
Q01974,Q9ULK2
Q01974,O95416
Q01974,Q8N813
Q01974,Q9UMR7
Q01974,Q13705
Q01974,P62330
Q01974,Q9P2W7
Q01974,Q96A22
Q01974,Q03135
Q01974,P78310
Q01974,O95661
Q01974,O75955
Q01974,P17302
Q01974,Q8N144
Q01974,P13473
Q01974,Q9UQV4
Q01974,Q6IAA8
Q01974,P06239
Q01974,P07948
Q01974,P29966
Q01974,Q9H8H3
Q01974,Q16625
Q01974,Q8TEW0
Q01974,P62491
Q01974,Q15286
Q01974,P20339
Q01974,P51151
Q01974,P62745
Q01974,O43752
O95967,Q99572
O95967,Q9Y4X0
O95967,Q13351
O95967,P37235
O95967,P50539
O95967,P01024
O95967,Q96MM6
O95967,Q9NZL4
O95967,Q8WVD3
O95967,P52954
O95967,Q12829
O95967,Q9NYG5
O95967,Q9UK80
O95967,Q6ZT89
O95967,Q9NYW8
O95967,Q969U6
O95967,Q9BYE3
O95967,Q96E40
O95967,P24592
O95967,Q96NG5
O95967,Q9H5H4
O95967,O15375
O95967,Q86W54
O95967,Q9UHI7
O95967,Q8NHX4
O95967,Q18PE1
O95967,Q96JK4
O95967,Q9P121
O95967,B1ATL7
O95967,Q5TA76
O95967,Q9C004
O95967,Q32M78
O95967,P46379
O95967,Q14585
O95967,P10745
O95967,Q9BS34
Q5T013,O95865
Q5T013,C4AMC7
Q5T013,Q13363
Q5T013,Q96I15
Q5T013,Q03154
Q5T013,P38646
Q5T013,O00764
P55735,Q96JE7
P55735,Q8NDM7
P55735,O94979
P55735,P11274
P55735,Q8WUM0
P55735,Q96EA4
P55735,P52948
P55735,Q96EE3
P55735,Q12769
P55735,Q9NXC5
P55735,Q9BW27
P55735,Q8NAV1
P55735,P57740
P55735,Q6PJI9
P55735,Q96S15
P55735,Q03154
P55735,Q8NFH3
P55735,Q8NFH4
P55735,P58004
P55735,Q8N144
P55735,Q13492
P55735,P09497
P55735,P56377
P55735,O15027
P55735,O60763
P55735,Q9NYZ3
P55735,P49792
P55735,P53992
P55735,Q00610
P55735,Q9Y5S9
P55735,O14976
P55735,Q6XQN6
P55735,P49591
P55735,O95487
P55735,Q15436
P55735,O75369
P55735,O95433
P55735,P49903
P55735,Q15437
Q58EX2,Q9H114
Q58EX2,Q9Y5G3
Q58EX2,P09382
Q58EX2,Q8N7X8
Q58EX2,P17931
Q58EX2,Q8IV16
Q58EX2,O95711
Q58EX2,Q3KPI0
Q58EX2,Q8TD07
Q58EX2,P31997
Q58EX2,Q9UK22
Q58EX2,Q3MIR4
Q58EX2,Q14627
Q58EX2,P10909
Q58EX2,Q8WUW1
Q58EX2,P78536
Q58EX2,Q7Z5A7
Q58EX2,P16410
Q58EX2,P09758
Q58EX2,P34925
Q58EX2,Q5GH76
Q58EX2,O43614
Q58EX2,Q96RL7
Q58EX2,Q8TBC5
Q58EX2,P19320
Q58EX2,P17302
Q58EX2,P07948
Q58EX2,Q16625
Q58EX2,P62491
Q58EX2,P62745
Q96QK1,Q9UBQ0
Q96QK1,O75436
Q96QK1,Q4G0F5
Q96QK1,P06703
Q96QK1,Q8IY31
Q96QK1,O60493
Q96QK1,P55083
Q96QK1,Q9UL42
Q96QK1,P33993
Q96QK1,P17174
Q96QK1,P58215
Q96QK1,Q5JTD7
Q96QK1,Q9NSP4
Q96QK1,O60271
Q96QK1,O15523
Q96QK1,Q6ZVT6
Q96QK1,Q9NXN4
Q96QK1,O14983
Q96QK1,Q5JVF3
Q96QK1,Q96RL7
Q96QK1,Q92900
Q96QK1,O95801
Q9UBQ0,Q5TGY1
Q9UBQ0,Q7Z4G1
Q9UBQ0,Q8N668
Q9UBQ0,Q9Y6G5
Q9UBQ0,Q86X83
Q9UBQ0,O75436
Q9UBQ0,Q4G0F5
Q9UBQ0,Q7Z3J2
Q9UBQ0,Q567U6
Q9UBQ0,Q9H0A8
Q9UBQ0,Q86VX2
Q9UBQ0,Q8TCE6
Q9UBQ0,Q96NW4
Q9UBQ0,O14972
Q9UBQ0,Q9NX08
Q9UBQ0,Q9P000
Q9UBQ0,O60826
Q9UBQ0,Q9UBI1
Q9UBQ0,Q9GZQ3
Q9UBQ0,P33993
Q9UBQ0,P68104
Q9UBQ0,Q5VTE0
Q9UBQ0,P43487
Q9UBQ0,Q15435
Q9UBQ0,Q9UBQ7
Q9UBQ0,A0MZ66
Q9UBQ0,Q15008
Q9UBQ0,Q96FW1
Q9UBQ0,O95801
O75436,O43309
O75436,P06703
O75436,Q8IY31
O75436,Q17R89
O75436,O60493
O75436,Q4G0F5
O75436,Q9UL42
O75436,Q96G23
O75436,P33993
O75436,Q5TGI0
O75436,Q9UJW2
O75436,P59542
O75436,Q5JTD7
O75436,P02675
O75436,Q99966
O75436,P47736
O75436,O75970
O75436,Q92879
O75436,O60294
O75436,O75718
O75436,P11441
O75436,P14174
O75436,P14854
O75436,P19838
O75436,P46379
O75436,P47756
O75436,Q12768
O75436,Q14978
O75436,Q16630
O75436,Q2M389
O75436,Q32P28
O75436,Q5T1M5
O75436,Q5T8I3
O75436,Q5T8P6
O75436,Q641Q2
O75436,Q7Z7L7
O75436,Q8N8R5
O75436,Q8TCZ2
O75436,Q92797
O75436,Q969X6
O75436,Q96C92
O75436,Q96NW4
O75436,Q9BWF3
O75436,Q9C0J9
O75436,Q9NVH2
O75436,Q9P0K7
O75436,Q9Y276
O75436,Q9Y4E1
O75436,O95801
Q4G0F5,Q8TAT6
Q4G0F5,P06703
Q4G0F5,Q8WWF6
Q4G0F5,O60493
Q4G0F5,P51674
Q4G0F5,O60293
Q4G0F5,Q96PY6
Q4G0F5,O95260
Q4G0F5,O43822
Q4G0F5,Q96Q07
Q4G0F5,Q96L92
Q4G0F5,Q9UL42
Q4G0F5,Q9BU70
Q4G0F5,Q5TGI0
Q4G0F5,P58215
Q4G0F5,Q5JTD7
Q4G0F5,P33897
Q4G0F5,Q12840
Q4G0F5,Q96NW4
Q4G0F5,Q9Y2Z2
Q4G0F5,O75592
Q4G0F5,O60333
Q4G0F5,P12882
Q4G0F5,P41212
Q4G0F5,P57768
Q4G0F5,Q12768
Q4G0F5,Q13356
Q4G0F5,Q15361
Q4G0F5,Q2M389
Q4G0F5,Q3L8U1
Q4G0F5,Q5T1M5
Q4G0F5,Q641Q2
Q4G0F5,Q6PKC3
Q4G0F5,Q96A19
Q4G0F5,Q96C92
Q4G0F5,Q9H568
Q4G0F5,Q9NP92
O60884,O60294
O60884,Q9NZJ0
O60884,Q6IA86
O60884,Q96HI0
O60884,Q15572
O60884,Q9Y597
O60884,Q8TCY9
O60884,Q6NSI4
O60884,Q96FC9
O60884,O95707
O60884,Q5QP82
O60884,Q9HBG6
O60884,Q6EMB2
O60884,Q8NBA8
O60884,Q9BWM7
O60884,Q5THK1
O60884,Q9BRT8
O60884,P31689
O60884,Q13509
O60884,Q13885
O60884,Q3ZCM7
O60884,Q9H4B7
O60884,Q9BUK6
O60884,Q96IC2
O60884,Q9P2S5
O60884,Q8WUA4
O60884,Q8N3C0
O60884,Q8IVT5
O60884,Q9H967
O60884,Q92802
O60884,Q8NCD3
O60884,Q14592
O60884,Q01968
O60884,Q9UG01
O60884,P51530
O60884,Q9BY44
O60884,Q9BSJ5
O60884,Q9Y450
O60884,Q99755
O60884,Q14249
O60884,Q8NDL9
O60884,Q14689
O60884,Q9BZL6
O60884,O75746
O60884,Q4ZG55
O60884,Q9NZC9
O60884,P54198
O60884,Q12834
O60884,Q9H9T3
O60884,Q9NVR0
O60884,P68366
O60884,Q9UFC0
O60884,Q9UPZ3
O60884,Q6PJI9
O60884,P62829
O60884,Q9NXB0
O60884,Q9Y266
O60884,P51957
O60884,Q96I59
O60884,Q8NEZ3
O60884,Q12788
O60884,O14939
O60884,Q9UG56
O60884,Q9NV06
O60884,P16260
O60884,Q9Y6N5
O60884,Q86V97
O60884,Q05BV3
O60884,Q8NI36
O60884,O43379
O60884,Q9H5Z1
O60884,Q92466
O60884,Q14147
O60884,Q6P1M3
O60884,P09668
O60884,O95819
O60884,Q4G176
O60884,Q9Y2Z2
O60884,Q96EF0
O60884,Q5FWF4
O60884,Q9UK39
O60884,Q8IWF6
O60884,Q8TCG2
O60884,Q15334
O60884,Q96EK7
O60884,Q9H6U6
O60884,Q9UNY4
O60884,Q8WVS4
O60884,Q9Y484
O60884,Q8TEQ6
O60884,Q8NB91
O60884,Q96MH7
O60884,Q5XUX1
O60884,P54098
O60884,O14976
O60884,Q5SVS4
O60884,Q53T94
O60884,P35869
O60884,A4D1U4
O60884,Q6PCD5
O60884,Q8WV16
O60884,Q2NKJ3
O60884,Q8N0Z8
O60884,Q9BV44
O60884,Q9H1I8
O60884,Q69YN2
O60884,O43542
O60884,O60508
O60884,Q5T8D3
O60884,P61160
O60884,P61158
O60884,O95831
O60884,Q92667
O60884,P62330
O60884,Q9UBL3
O60884,Q96GS4
O60884,Q96A22
O60884,P30622
O60884,P78310
O60884,Q13409
O60884,Q969X5
O60884,O75955
O60884,P17302
O60884,P11279
O60884,Q6IAA8
O60884,P06239
O60884,P19387
O60884,Q6P2Q9
O60884,Q9P0V9
O60884,Q9UHD8
O60884,Q9H9B4
O60884,Q6PEY2
O60884,P23258
O60884,Q7Z6Z7
O60884,Q86WV5
O60884,Q9P0U4
O60884,Q9BQE3
O60884,Q96P20
O60884,Q6PIF2
O60884,Q96S52
O60884,P11021
O60884,P31948
O60884,P68371
O60884,Q14203
O60884,P07900
O60884,P50991
O60884,Q9UG63
O60884,Q92598
O60884,P27708
O60884,P08238
O60884,P38646
O60884,Q9UQE7
O60884,O00231
O60884,O95757
O60884,P60900
O60884,P17987
O60884,O14980
O60884,P11142
P22466,Q9H114
P22466,P11021
P22466,P31997
P22466,P09238
P22466,Q9Y2C3
P22466,Q29980
P22466,Q9UBM8
P22466,P55899
P22466,Q9UBM4
Q9UHP7,Q01638
Q9UHP7,P34810
Q9UHP7,Q07325
Q9UHP7,Q8WZ59
Q9UHP7,P57739
Q9UHP7,Q15848
Q9UHP7,Q9Y2C3
Q9UHP7,Q6UVW9
Q9UHP7,Q5MY95
Q9UHP7,Q9BQS2
Q9UHP7,Q5J5C9
Q9UHP7,A0PK11
Q9UHP7,Q8N1S5
Q9UHP7,Q86X29
Q9UHP7,Q68DH5
Q9UHP7,P13637
Q9UHP7,P54707
Q9UHP7,P27824
Q9UHP7,P98198
Q9UHP7,O15321
Q9UHP7,Q8NC67
Q9UHP7,Q5KU26
Q9UHP7,O94910
Q9UHP7,Q9H2C2
Q9UHP7,Q96KC8
Q9UHP7,Q9NP58
Q9UHP7,Q04656
Q9UHP7,P35670
Q9UHP7,Q53R41
Q9UHP7,Q13724
Q9UHP7,P12236
Q9UHP7,Q8TCX1
Q9UHP7,Q6UX53
Q9UHP7,Q8TCT7
Q9UHP7,Q6UWL2
Q9UHP7,Q14849
Q9UHP7,Q96DZ1
Q9UHP7,Q5T7M9
Q9UHP7,O95754
Q9UHP7,Q14332
Q9UHP7,Q9BZ76
Q9UHP7,P0CG08
Q9UHP7,B7ZAQ6
Q9UHP7,Q92729
Q9UHP7,Q14CZ7
Q9UHP7,O60779
Q9UHP7,Q9Y2H6
Q9UHP7,Q9HCI6
Q9UHP7,Q9H1E5
Q9UHP7,Q96ES6
Q9UHP7,Q9NUT2
Q9UHP7,Q8WUD6
Q9UHP7,Q96CN4
Q9UHP7,O43772
Q9UHP7,P48167
Q9UHP7,P21453
Q9UHP7,Q8WVP7
Q9UHP7,Q7Z6J6
Q9UHP7,Q8WY07
Q9UHP7,Q5TH69
Q9UHP7,Q9NY64
Q9UHP7,Q8NDV1
Q9UHP7,Q9NW38
Q9UHP7,P81408
Q9UHP7,Q969Y0
Q9UHP7,P03915
Q9UHP7,Q9UBU6
Q9UHP7,Q7RTY0
Q9UHP7,P13224
Q9UHP7,Q13585
Q9UHP7,Q9Y5Z0
Q9UHP7,Q9BXJ8
Q9UHP7,O95672
Q9UHP7,Q9H1B5
Q9UHP7,Q9Y274
Q01638,Q9H2H9
Q01638,Q96SJ8
Q01638,Q2HXU8
P34810,Q969L2
P34810,P54136
P34810,Q9Y6E2
P34810,Q15058
P34810,O43156
P34810,P09382
P34810,Q13144
P34810,Q5HYI7
Q07325,Q9UN42
Q07325,P32971
Q07325,Q9Y3A6
Q07325,O14944
Q07325,Q9BVX2
Q07325,Q9NQX7
Q07325,Q9UBD6
Q07325,Q95460
Q07325,Q9H9P2
Q07325,Q96SJ8
Q07325,P38484
Q07325,Q8WY98
Q07325,P57739
Q07325,Q6UXG8
Q07325,Q9ULY5
Q07325,Q96LL3
Q07325,P11686
Q07325,Q8N112
Q07325,Q11130
Q07325,Q6UW88
Q07325,O15393
Q07325,Q6ZS10
Q07325,Q5T700
Q07325,Q9C0C9
Q8WZ59,Q07108
Q8WZ59,Q9H8S9
Q8WZ59,Q8N6K0
Q8WZ59,Q5T700
Q8WZ59,Q8N5G2
Q8WZ59,Q6L8G4
P57739,Q6UWB1
P57739,P54852
P57739,Q14416
P57739,P78410
Q15848,Q8NFJ6
Q15848,O00623
Q15848,Q96HJ5
Q15848,P38484
Q15848,Q8WV48
Q15848,Q8TD46
Q15848,P49069
Q15848,Q6UXG8
Q15848,P49327
Q15848,Q96A49
Q15848,Q7Z769
Q15848,Q9BQA9
Q15848,Q8N205
Q15848,O15393
Q15848,P23276
