A,B
Q15848,Q9P0I2
Q15848,Q9P0J1
Q15848,O75973
Q15848,P39060
Q15848,Q9BXJ3
Q15848,Q96EE3
Q15848,Q5J8M3
Q15848,Q5UCC4
Q15848,P40337
Q15848,Q86Z23
Q15848,Q5SXM8
Q15848,Q8IYK4
Q15848,Q05707
Q9Y2C3,P81534
Q9Y2C3,P27824
Q9Y2C3,Q9NZH0
Q9Y2C3,O43156
Q9Y2C3,Q9Y6M5
Q9Y2C3,Q02338
Q9Y2C3,Q5T7M9
Q9Y2C3,Q9NWS8
Q9Y2C3,O60427
Q9Y2C3,Q6NXT4
Q9Y2C3,Q99571
Q9Y2C3,Q9NPD7
Q9Y2C3,Q96S86
Q9Y2C3,Q9NZ53
Q9Y2C3,P16870
Q9Y2C3,Q9NQZ7
Q9Y2C3,P48645
Q9Y2C3,Q8NGY5
Q6UVW9,Q8N6K0
Q6UVW9,O60883
Q9BQS2,O15342
Q5J5C9,P25942
Q5J5C9,Q6UWB1
Q5J5C9,Q96NY8
Q5J5C9,Q6UX15
Q5J5C9,Q9UBV2
Q5J5C9,P31327
Q5J5C9,Q13438
Q5J5C9,P12110
Q5J5C9,Q5HYA8
Q5J5C9,Q8N2E2
Q5J5C9,Q8WW35
A0PK11,Q9Y3P8
A0PK11,Q8N6K0
A0PK11,Q96N66
A0PK11,A2RU67
A0PK11,P54707
A0PK11,Q7Z695
A0PK11,Q93084
A0PK11,Q9Y6M5
A0PK11,Q92544
A0PK11,Q8TAT6
A0PK11,Q9BXP2
A0PK11,Q16585
A0PK11,P0CG47
A0PK11,Q9P244
A0PK11,P0DJD1
A0PK11,Q8IZ81
A0PK11,Q6NUM9
A0PK11,Q8IY17
A0PK11,Q9Y394
A0PK11,Q99808
A0PK11,Q96JA1
A0PK11,P08842
A0PK11,Q3KR37
A0PK11,Q8IYS0
A0PK11,Q96CP6
A0PK11,Q9UKY4
A0PK11,Q8NB49
A0PK11,Q8NHP6
A0PK11,Q9NUQ7
A0PK11,Q6P1S2
A0PK11,Q8N6M3
A0PK11,Q5T7M9
A0PK11,P07099
A0PK11,Q0P6H9
A0PK11,Q8NBJ9
A0PK11,O60266
A0PK11,Q9Y666
A0PK11,O60279
A0PK11,Q86XT9
A0PK11,Q9UP95
A0PK11,Q9UHW9
A0PK11,Q9Y397
A0PK11,P32297
A0PK11,P17302
A0PK11,Q8NCG7
A0PK11,O95858
A0PK11,Q86XS8
A0PK11,Q9NZ53
A0PK11,P81408
A0PK11,A4D1S0
A0PK11,P13224
A0PK11,Q9H6A9
A0PK11,P48167
A0PK11,Q9BTN0
Q92915,Q14683
Q92915,Q9BWH2
Q92915,Q9NWN3
Q92915,Q13085
Q92915,Q13144
Q92915,Q8TEQ6
Q92915,Q9UKA4
Q92915,Q9UI10
Q92915,Q96RL7
Q92915,A7E2V4
Q92915,Q70CQ2
Q92915,Q5SWA1
Q92915,P22694
Q92915,Q9NWZ8
Q92915,Q709C8
Q92915,Q8N8A2
Q92915,Q96JK2
Q92915,Q9UPN7
Q92915,Q9UKM7
Q92915,Q92628
Q92915,Q9NR50
Q92915,P49770
Q5RI15,Q9BZP6
Q5RI15,Q9BUN1
Q5RI15,Q9BWH2
Q5RI15,Q9NVA1
Q5RI15,Q9BRT2
Q5RI15,Q4G0I0
Q5RI15,Q93074
Q9BWX5,P37235
Q9BWX5,P84074
O60336,O43610
O60336,Q6L8G9
O60336,Q5SW79
O60336,O43379
O60336,Q6IN85
Q6P1W5,Q14687
Q6P1W5,A0AV96
Q6P1W5,O75177
Q6P1W5,P36776
Q6P1W5,Q9H3L0
Q6P1W5,O60763
Q6P1W5,Q9BWH6
Q6P1W5,Q5GLZ8
Q6P1W5,Q6AI12
Q6P1W5,P15104
O95947,O94842
O95947,Q96SF7
Q5TA79,Q9BYR3
Q5TA79,Q5TA76
Q5TA79,Q3LI59
Q5TA79,Q6L8G9
Q5TA79,P60370
Q0VAQ4,Q96GM1
Q0VAQ4,P41143
Q0VAQ4,O60669
Q0VAQ4,Q9BVX2
Q0VAQ4,Q96B21
Q0VAQ4,Q8WY98
Q0VAQ4,P26951
Q0VAQ4,P57054
Q0VAQ4,Q6P5S7
Q0VAQ4,A8MZ97
Q16659,Q8IW41
Q16659,Q9GZV1
Q16659,O95714
Q16659,Q96JN8
Q16659,P02768
Q16659,P17035
Q16659,Q6ZN06
Q16659,P17097
Q16659,P02675
Q16659,P02647
Q16659,P01024
Q16659,P02787
Q16659,P00738
Q16659,P01009
Q16659,P68871
Q16659,P69905
Q16659,P02765
Q16659,P02671
Q16659,P02763
Q16659,P02679
Q16659,P31152
Q16659,Q2M329
Q8IW41,P31152
Q8IW41,Q9BSK1
Q9GZV1,Q29980
P51159,Q8IYJ3
P51159,Q4VX76
P51159,P48539
P51159,Q9H299
P51159,Q9HCH5
P51159,Q96EN8
P51159,Q92696
P51159,P26374
P51159,P24386
P51159,O00178
P51159,Q9BQ08
P51159,P04062
P51159,Q15418
P51159,Q8NEV8
P51159,Q9H8H3
Q4VX76,O95190
Q92890,Q8TAT6
Q92890,P24390
Q92890,P55072
Q92890,P26640
Q92890,P11168
Q92890,Q8IZD6
Q92890,O00624
Q92890,Q496J9
Q92890,P62807
Q92890,P51003
Q92890,Q9Y3I0
Q92890,Q9C0I1
Q92890,Q9BPX5
Q92890,Q9H2P9
Q92890,P10586
Q92890,P31948
Q92890,Q01518
Q92890,O43143
Q92890,O75369
Q92890,Q9UNZ2
Q92890,P23528
Q92890,P41250
Q92890,Q9Y5K6
Q92890,P00338
Q92890,P35637
Q92890,P08243
Q92890,Q6P3X3
Q92890,P55854
Q92890,Q9NVT9
Q8TAT6,Q3KNS1
Q8TAT6,O94886
Q8TAT6,Q8NBJ9
Q8TAT6,P24390
Q8TAT6,Q96T55
Q8TAT6,P11168
Q8TAT6,P16389
Q8TAT6,O60858
Q8TAT6,Q0P6H9
Q8TAT6,O60427
Q8TAT6,Q68CR1
Q8TAT6,Q8NGM8
Q8TAT6,Q1EHB4
Q8TAT6,O00624
Q8TAT6,Q5I7T1
Q8TAT6,Q9UNU6
Q8TAT6,Q9H598
Q8TAT6,Q03721
Q8TAT6,Q496J9
Q8TAT6,P55072
Q8TAT6,O75306
Q8TAT6,Q9NY91
Q8TAT6,Q8NGN1
Q8TAT6,Q9BZE9
Q8TAT6,Q9Y4A9
Q8TAT6,O14983
Q8TAT6,P51572
Q8TAT6,Q03135
Q8TAT6,P35222
Q8TAT6,P11712
Q8TAT6,Q96RQ1
Q8TAT6,P22087
Q8TAT6,Q8N144
Q8TAT6,P62807
Q8TAT6,P12268
Q8TAT6,P02545
Q8TAT6,Q9H8H3
Q8TAT6,Q9NR77
Q8TAT6,P20339
Q8TAT6,Q99442
Q8TAT6,O43752
Q8TAT6,Q9NYB0
Q8TAT6,Q9UDY2
Q8TAT6,P07437
Q8TAT6,Q13492
Q8TAT6,P10586
Q8TAT6,P35637
Q8TAT6,P58546
Q8TAT6,Q9Y5K6
Q8TAT6,P31350
Q8TAT6,P22314
Q8TAT6,Q9C0I1
Q8TAT6,P41250
Q8TAT6,O75489
Q8TAT6,Q01518
Q8TAT6,P08243
Q8TAT6,P14866
O75581,Q9UBR5
O75581,Q12879
O75581,Q9BQB4
O75581,Q8IUE0
O75581,Q16635
O75581,Q9Y6H6
O75581,P23946
O75581,Q9UBU2
O75581,Q96D21
O75581,O94907
O75581,Q9BRP0
O75581,Q9Y337
O75581,O95968
O75581,Q8N5Y8
O75581,Q9H5K3
O75581,Q9NW75
O75581,P41212
O75581,Q7L1S5
O75581,Q5XG87
O75581,Q86SS6
O75581,Q8N3H0
O75581,A4D1T9
O75581,P48729
O75581,Q9UBM8
O75581,Q15776
O75581,Q15399
O75581,Q5H8A3
O75581,Q8NA42
O75581,Q9UBC3
O75581,Q86Y30
O75581,Q8N752
O75581,Q9P2W7
O75581,Q03135
O75581,P17302
O75581,P62745
Q9UBR5,P17482
P80303,P53567
P80303,Q9H114
P80303,Q9UNK4
P80303,Q02818
P80303,P48788
P80303,Q9Y6Z7
P80303,P17275
P80303,P59817
P80303,Q9NZC2
P80303,Q9Y264
P80303,Q96L12
P80303,O43852
P80303,O00567
P80303,P13667
P80303,Q13813
P26045,Q5GFL6
P26045,Q8NEK8
P26045,Q9NNW5
P26045,Q04828
P26045,P31946
P26045,P61981
P26045,P27348
P26045,P30203
P26045,P08833
P26045,P63104
P26045,Q04917
Q5GFL6,P0CG47
Q5GFL6,P11142
Q5GFL6,O94967
Q5GFL6,Q8WW35
Q5GFL6,Q9UMR2
Q8NEK8,Q9H361
Q8NEK8,Q9Y5J3
Q9NNW5,Q09019
Q9NNW5,Q9BZ23
Q9NNW5,P0DUB6
Q9NNW5,P0DTE7
Q9NNW5,P0DTE8
Q9NNW5,O95340
Q9NNW5,P01877
Q9NNW5,P01591
Q9NNW5,P62330
Q9NNW5,Q96A22
Q9NNW5,Q03135
Q9NNW5,P78310
Q9NNW5,O95661
Q9NNW5,Q969X5
Q9NNW5,O75955
Q9NNW5,P17302
Q9NNW5,Q8N144
Q9NNW5,P05787
Q9NNW5,P11279
Q9NNW5,P13473
Q9NNW5,Q9UQV4
Q9NNW5,Q6IAA8
Q9NNW5,P06239
Q9NNW5,P49257
Q9NNW5,P07948
Q9NNW5,P29966
Q9NNW5,Q16625
Q9NNW5,Q8TEW0
Q9NNW5,P62491
Q9NNW5,Q15286
Q9NNW5,P20339
Q9NNW5,P51148
Q9NNW5,P51151
Q9NNW5,P62745
Q9NNW5,P27635
Q9NNW5,P42766
Q9NNW5,O95816
Q9NNW5,P30305
Q9NNW5,P49755
Q04828,P52895
Q04828,P42330
Q04828,P51857
Q9UN19,Q16595
Q9UN19,P08697
Q9UN19,Q5QP82
Q9UN19,Q06124
Q9UN19,O14976
Q9UN19,P49788
Q9UN19,Q04206
O15520,Q8N9Q2
O15520,Q02539
O15520,Q9UNX3
O15520,Q96EB6
O15520,P19823
Q8N9Q2,O75367
Q8N9Q2,Q9H190
Q8N9Q2,Q9NX58
Q8N9Q2,Q9NRZ7
Q8N9Q2,P32969
Q8N9Q2,Q8TA86
Q8N9Q2,P00492
Q8N9Q2,Q2KHN1
Q8N9Q2,Q5M9Q1
Q8N9Q2,O75400
Q8N9Q2,Q9NZ81
Q8N9Q2,Q8IYF1
Q8N9Q2,Q92759
Q8N9Q2,Q99877
Q8N9Q2,Q5HYN5
Q8N9Q2,P02792
Q8N9Q2,P52292
Q8N9Q2,P49790
Q8N9Q2,P19784
Q8N9Q2,Q05639
Q8N9Q2,O75052
Q8N9Q2,P78559
Q8N9Q2,Q9Y4G8
Q86US8,Q9NYQ3
Q86US8,P11464
Q86US8,Q2NKX9
Q86US8,Q9BQK8
Q86US8,Q9NZ42
Q86US8,P60006
P00973,Q96RK4
P00973,Q96T51
P53674,Q9UHW5
P53674,O96033
P53674,O96007
P53674,P82912
P53674,Q15365
P61106,Q7L8J4
P61106,Q8NEG0
P61106,O15116
P61106,Q9Y3D6
P61106,P51674
P61106,Q9UHK0
P61106,P56962
P61106,P17174
P61106,P31150
P61106,P62330
P61106,Q96RQ1
P61106,P11279
P61106,P13473
P61106,Q9UQV4
P61106,Q6P2Q9
P61106,P20339
P61106,P51148
P61106,P07437
P61106,O75787
P61106,O95684
P61106,O75369
P61106,Q6DD88
P61106,O00400
P61106,P31040
P61106,P21283
Q8TAG9,P02724
Q8TAG9,O60645
Q8TAG9,Q5VIR6
Q8TAG9,Q96A65
Q8TAG9,Q9NV70
Q8TAG9,Q9Y512
Q8TAG9,Q96KP1
Q8TAG9,P62834
Q8TAG9,Q96LW7
Q8TAG9,Q9UK00
Q8TAG9,P32970
Q8TAG9,Q8N7X8
Q8TAG9,P04201
Q8TAG9,Q6UXG8
Q8TAG9,Q9ULX7
Q8TAG9,P98172
Q8TAG9,Q13304
Q8TAG9,P61073
Q8TAG9,P21462
Q8TAG9,O00398
Q8TAG9,Q9H410
Q8TAG9,Q99788
Q8TAG9,P35414
Q8TAG9,O15218
Q8TAG9,P41587
Q8TAG9,P27930
Q8TAG9,Q05940
Q8TAG9,P33681
Q8TAG9,P49146
Q8TAG9,Q9P296
Q8TAG9,P08173
Q8TAG9,Q9C0C4
Q8TAG9,P09758
Q8TAG9,Q9H0X4
Q8TAG9,Q9Y2D4
Q8TAG9,Q03431
Q8TAG9,Q9Y639
Q8TAG9,P62491
Q8TAG9,O43542
Q8TAG9,Q13564
Q9Y2D4,A0MZ66
Q9Y2D4,P02724
Q9Y2D4,Q8IY31
Q9Y2D4,Q9UK00
Q9Y2D4,Q96LR2
Q9Y2D4,Q9ULX7
Q9Y2D4,P98172
Q9Y2D4,P27930
Q9Y2D4,O60645
Q9Y2D4,Q9NV70
Q9Y2D4,P21709
Q9Y2D4,P55899
Q9Y2D4,Q9H0X4
Q9Y2D4,Q96A65
Q9Y2D4,Q96KP1
Q9Y2D4,Q9BUP0
Q9Y2D4,P62491
Q05D60,Q9BY27
Q05D60,Q9BT25
Q05D60,P12757
Q05D60,Q15911
Q05D60,Q7Z3Y7
Q05D60,Q08378
Q05D60,Q86XP1
Q05D60,P27216
Q05D60,Q8IY31
Q05D60,Q6Q0C0
Q05D60,Q9Y448
Q05D60,Q9ULX9
Q05D60,O15525
Q05D60,P05412
P02671,P61266
P02671,Q9Y3L3
P02671,Q9BTV4
P02671,P06899
P02671,Q92499
P02671,Q8IYF1
P02671,Q96L92
P02671,P27348
P02671,P56962
P02671,Q969X2
P02671,O95047
P02671,P17174
P02671,Q00005
P02671,P05091
P02671,P30531
P02671,Q9UK08
P02671,O60741
P02671,Q4ZHG4
P02671,Q9UPN9
P43357,O00154
P43357,Q9BQE9
P43357,Q6DN90
P43357,P49585
P43357,P06702
P43357,Q86VH2
P43357,Q8IXM2
P43357,Q13322
P43357,Q709F0
P43357,P09884
P43357,P11234
P43357,P49454
P43357,Q8WXI9
P43357,Q14839
P43357,Q9UGU5
P43357,O60264
P43357,P28370
P43357,P12931
P43357,Q96JK2
P43357,Q12830
P43357,Q8IYU8
P43357,Q5TC63
P43357,Q12860
P43357,Q14156
P43357,P62834
P43357,Q9UPN4
P43357,Q8NBX0
P43357,Q14181
P43357,A6NDB9
Q9BV68,P51668
Q9BV68,Q9Y2X8
Q9BV68,P61077
Q9BV68,Q969T4
Q9BV68,Q96LR5
Q9BV68,Q6IPU0
Q9BV68,Q07699
Q9BV68,Q8N7F7
Q9BV68,Q5SQH8
Q9BV68,P0CG47
Q9BV68,P46379
Q9BV68,Q7L5D6
Q9BV68,Q8N5J2
Q9BV68,Q9UFC0
Q9BV68,Q14894
Q9BV68,O43681
Q9BV68,Q13309
Q9BV68,P16260
Q9BV68,Q14667
Q9BV68,Q9P2K6
Q9BV68,Q8NAP1
Q9BV68,Q8N831
P51668,Q96EP1
P51668,Q9H000
P51668,Q96EQ8
P51668,P98170
P51668,Q9BVG3
P51668,Q9Y3C5
P51668,Q9UHC7
P51668,Q96GF1
P51668,Q96BH1
P51668,Q9HAC8
P51668,Q96FW1
P51668,Q9P0P0
P51668,Q8N6D2
P51668,Q8ND25
P51668,Q9Y4L5
P51668,Q9ULT8
P51668,Q9Y508
P51668,Q5XPI4
P51668,Q8TCY9
P51668,Q05086
P51668,Q14669
P51668,P61077
P51668,Q8N5U6
P51668,Q9NS56
P51668,Q96T88
Q9Y2X8,Q9H000
Q9Y2X8,P19388
Q9Y2X8,Q9BVG3
Q9Y2X8,Q9Y3C5
Q9Y2X8,Q9UHC7
Q9Y2X8,Q96GF1
Q9Y2X8,Q96A37
Q9Y2X8,Q9HAC8
Q9Y2X8,Q96FW1
Q9Y2X8,Q9P0P0
Q9Y2X8,Q8ND25
Q9Y2X8,Q9Y4L5
Q9Y2X8,P0CG47
Q9Y2X8,Q96BH1
Q9Y2X8,Q9ULT8
Q9Y2X8,Q8TCY9
Q9Y2X8,Q14669
Q9Y2X8,P61077
Q9Y2X8,Q8N5U6
P61077,Q9BVG3
P61077,Q96BH1
P61077,Q9HAC8
P61077,Q96FW1
P61077,Q9Y4L5
P61077,Q8N5U6
P61077,O00762
P61077,Q15843
Q969T4,Q96EP1
Q969T4,Q9BVG3
Q969T4,Q9NXJ5
Q969T4,Q96GF1
Q969T4,Q96FW1
Q969T4,Q9Y4L5
Q969T4,P0CG47
Q969T4,Q96BH1
Q969T4,Q9BY49
Q969T4,P19784
Q969T4,Q8N5U6
Q969T4,Q5VTB9
Q969T4,Q3KNV8
Q969T4,O95199
Q969T4,Q9NS56
Q969T4,Q96MC5
Q969T4,Q9BTV5
Q969T4,Q969F2
Q969T4,Q96NR8
Q969T4,Q7L5Y6
Q96LR5,Q96EP1
Q96LR5,Q9NXJ5
Q96LR5,Q96GF1
Q96LR5,Q96FW1
Q96LR5,Q9Y4L5
Q96LR5,Q96BH1
Q96LR5,Q7L5Y6
Q6IPU0,P61764
Q6IPU0,Q9BU64
Q6IPU0,Q96CS2
Q6IPU0,P49247
Q6IPU0,Q9Y2Y1
Q6IPU0,Q02575
Q6IPU0,Q15834
Q6IPU0,Q7L2R6
Q6IPU0,P46779
Q6IPU0,Q13243
Q6IPU0,Q71F23
Q6IPU0,Q9H3R5
Q99583,P61244
Q99583,Q9BW11
Q2QGD7,Q8N4T8
Q2QGD7,Q9NQ76
Q2QGD7,Q04721
Q8N4T8,Q92506
Q8N4T8,Q96RQ3
Q8N4T8,Q5TEU4
Q8N4T8,O95147
Q8N4T8,Q8IUF1
Q8N4T8,Q8TF66
Q9NQ76,P98164
Q9NQ76,P02751
Q9NQ76,Q15785
Q6NYC1,Q9GZZ1
Q6NYC1,Q8IX18
Q6NYC1,Q66PJ3
Q6NYC1,O75400
Q6NYC1,Q14562
Q6NYC1,Q9NWB6
Q6NYC1,Q96IZ7
Q6NYC1,P48426
Q6NYC1,Q8N9I0
Q6NYC1,O75386
Q6NYC1,P49761
Q6NYC1,O15042
Q6NYC1,Q12872
Q6NYC1,Q9H8G2
Q6NYC1,Q9P1Y6
Q6NYC1,Q8N5F7
Q6NYC1,P17028
Q6NYC1,Q69YH5
Q6NYC1,P18583
Q6NYC1,Q5T8P6
Q6NYC1,P49756
Q6NYC1,Q9H0G5
Q6NYC1,Q7L4I2
Q6NYC1,Q7L014
Q6NYC1,Q86U06
Q6NYC1,Q14498
Q6NYC1,Q9Y5B6
Q6NYC1,P21127
Q6NYC1,O95232
Q6NYC1,Q8N684
Q6NYC1,Q8TAF3
Q6NYC1,Q8NAV1
Q6NYC1,Q13427
Q6NYC1,Q9UPN6
Q6NYC1,O95104
Q6NYC1,Q9Y388
Q6NYC1,Q9C0J8
Q6NYC1,O95639
Q6NYC1,Q99590
Q6NYC1,Q8WXA9
Q6NYC1,Q96LT9
Q6NYC1,Q16222
Q6NYC1,Q8WUQ7
Q6NYC1,Q16630
Q6NYC1,Q5SVZ6
Q6NYC1,Q16560
Q6NYC1,O60885
Q6NYC1,Q5VTL8
Q6NYC1,Q9H9J4
Q6NYC1,Q9UBC1
Q6NYC1,Q9HAZ1
Q6NYC1,Q9Y450
Q6NYC1,Q9UPT8
Q6NYC1,Q92620
Q6NYC1,P35269
Q6NYC1,Q96S94
Q6NYC1,Q8WVD3
Q6NYC1,Q15696
Q6NYC1,O43491
Q6NYC1,Q00532
Q6NYC1,Q8TA86
Q6NYC1,Q9HB19
Q6NYC1,Q8N9E0
Q6NYC1,P0DMV0
Q6NYC1,P0DMU8
Q6NYC1,P0DMU7
Q6NYC1,O00203
Q6NYC1,Q08945
Q9GZZ1,Q9NX55
Q9GZZ1,P16070
Q9GZZ1,Q92845
Q9GZZ1,Q8WVK2
Q9GZZ1,Q9UQ07
Q9GZZ1,P36952
Q9GZZ1,P18077
Q9GZZ1,Q9BTV5
Q9GZZ1,Q9BY78
Q9GZZ1,P04798
Q9GZZ1,Q9BXJ9
Q9GZZ1,P02675
Q9GZZ1,Q9NSP4
Q9GZZ1,Q9BSU3
Q9GZZ1,Q9H4S2
Q9GZZ1,Q9ULW6
Q9GZZ1,Q6N069
Q9GZZ1,Q8N8Q9
Q9GZZ1,O95831
Q9GZZ1,Q99623
Q9GZZ1,Q9H9B4
Q9GZZ1,P33981
Q9GZZ1,P55197
Q9GZZ1,O60281
Q9GZZ1,P13674
Q9GZZ1,P62913
Q9GZZ1,Q03468
Q9GZZ1,Q53H47
Q9GZZ1,Q6PL18
Q9GZZ1,Q8IV48
Q9GZZ1,Q8IY37
Q9GZZ1,Q8IZH2
Q9GZZ1,Q8N531
Q9GZZ1,Q8N5C6
Q9GZZ1,Q8N9T8
Q9GZZ1,Q8NDD1
Q9GZZ1,Q9HDC5
Q9GZZ1,Q9NRX1
Q9GZZ1,Q9ULD2
Q9GZZ1,Q9Y399
Q9GZZ1,Q9Y3D3
Q9GZZ1,O14979
Q9GZZ1,Q9UKY7
Q9GZZ1,Q9Y5J9
Q9GZZ1,P26639
Q9GZZ1,P10586
Q9GZZ1,P55769
Q9GZZ1,Q92597
Q9GZZ1,Q96AC1
Q9GZZ1,Q99615
Q9GZZ1,Q14103
Q9GZZ1,P35637
Q9GZZ1,P14866
P08243,Q9Y3C5
P08243,Q92696
P08243,Q8IXH7
P08243,Q96L12
P08243,Q03135
P08243,P09497
P08243,P12268
P08243,Q6IAA8
P08243,P19387
P08243,Q6P2Q9
P08243,P20339
P08243,Q9UDY2
P08243,P07437
P08243,P50552
P08243,Q05048
P08243,P22314
P08243,Q9Y5K6
P08243,Q14376
P08243,P07814
P08243,Q9NZL4
P08243,Q9NQW7
P08243,P41252
P08243,Q13057
P08243,P49327
P08243,O43175
P08243,P41250
P08243,P31153
P08243,Q9P2J5
P08243,Q96D46
P08243,Q12931
P08243,P49588
P08243,P00966
P08243,P31350
P08243,Q09666
P08243,P27361
P08243,Q9NRR5
P08243,Q6P3X3
P08243,P43034
P08243,P30086
P08243,P35520
P08243,O75608
P08243,Q9Y2T3
P08243,P35754
P08243,P00441
P08243,Q06210
P08243,O95433
P53677,Q6UWN0
P53677,Q9UHQ7
P53677,Q92572
P53677,O14617
P53677,O00203
P53677,P59780
P53677,Q9Y2J2
P53677,Q9Y2T2
P53677,Q8NCB2
P53677,Q8N3E9
Q9Y6A4,Q9Y2Y0
Q9Y6A4,Q7Z6M1
Q9Y6A4,Q12872
Q9Y6A4,Q8IZL9
Q9Y6A4,Q9H307
Q9Y6A4,Q96NH3
Q9Y6A4,Q96BN6
Q9Y6A4,O60828
Q9Y6A4,Q2TAC6
Q9Y2Y0,P36405
Q9Y2Y0,P36404
Q9Y2Y0,P51784
Q9Y2Y0,P0CG47
Q9Y2Y0,Q9NZV5
Q9Y2Y0,Q15723
Q9Y2Y0,O95260
Q9Y2Y0,O15228
Q9Y2Y0,Q15170
Q9Y2Y0,Q96FZ2
Q9Y2Y0,Q8WVV9
Q9Y2Y0,P18846
Q9Y2Y0,Q9P215
Q9Y2Y0,Q9BUA3
Q9Y2Y0,Q9BTV5
Q9Y2Y0,Q9BYE2
P19784,Q9BS34
P19784,Q9NZR4
P19784,P0C5Z0
P19784,P19388
P19784,O75400
P19784,Q86SE9
P19784,Q9BRP0
P19784,O15541
P19784,P61962
P19784,Q9BYE7
P19784,O94992
P19784,Q96MH2
P19784,P58304
P19784,Q3KNV8
P19784,Q9UJV9
P19784,Q9P1Y6
P19784,Q8N5F7
P19784,Q03164
P19784,P11274
P19784,P21127
P19784,Q8N1G0
P19784,Q9ULU4
P19784,O75822
P19784,Q8WXX7
P19784,Q9HAH7
P19784,Q92610
P19784,Q9NW75
P19784,P46781
P19784,Q6PII5
P19784,Q9HCM7
P19784,Q9H2Y7
P19784,Q9BW71
P19784,Q96FI4
P19784,Q14774
P19784,Q7Z4V5
P19784,Q9BUG6
P19784,Q5T2W1
P19784,Q6ZT98
P19784,O14786
P19784,P30203
P19784,Q8NDY6
P19784,Q13574
P19784,Q96JJ6
P19784,Q9BQK8
P19784,Q8TA86
P19784,P52926
P19784,P28715
P19784,Q8N9E0
P19784,Q8N3E9
P19784,P0DMV0
P19784,P0DMU8
P19784,P0DMU7
P19784,Q6ZW76
P19784,P62807
P19784,Q9NZM3
P19784,P45983
P19784,Q9NPF4
P19784,Q7Z589
P19784,O75586
P19784,O00562
P19784,O15061
P19784,O60333
P19784,P20290
P19784,P20908
P19784,P53804
P19784,Q02487
P19784,Q14574
P19784,Q08257
P19784,Q08AD1
P19784,Q13503
P19784,Q5THK1
P19784,Q7Z6Z7
P19784,Q86TI2
P19784,Q8N9N2
P19784,Q8NFH8
P19784,Q9BQE9
P19784,Q9BXY0
P19784,Q9C0H5
P19784,Q9H061
P19784,Q9NXR1
P19784,Q9UPZ3
P19784,Q9Y6K0
P19784,O75351
P19784,Q9P2B7
P19784,P60228
P19784,P25440
P19784,Q96ST3
P19784,O00267
P19784,P46087
Q9P286,Q9H4E5
Q9P286,Q8IW93
Q9P286,P53350
Q9P286,Q5VZK9
Q9P286,O00267
Q9P286,Q9NYK5
Q9P286,Q9UPU7
Q9P286,O75147
Q9P286,O96013
Q9P286,Q9HCD6
Q9P286,O15085
Q9P286,O14965
Q9P286,Q6UB28
Q9P286,Q86W34
Q9P286,Q9H2C0
P51813,P40763
P51813,O75626
P51813,Q9UPU5
P51813,Q9BRP1
P51813,Q5MNZ6
P51813,Q99627
P51813,Q5T0F9
Q9NPB6,P41743
Q9NPB6,Q6P1M3
Q9NPB6,Q8N6T7
Q9NPB6,Q96II8
Q9NPB6,P30048
Q9NPB6,Q8TEW0
Q9NPB6,O60333
Q9NPB6,P00367
Q9NPB6,P49448
Q9NPB6,P51805
Q9NPB6,P53804
Q9NPB6,P54278
Q9NPB6,P54760
Q9NPB6,Q13416
Q9NPB6,Q14865
Q9NPB6,Q15334
Q9NPB6,Q76FK4
Q9NPB6,Q86TI2
Q9NPB6,Q8NHQ8
Q9NPB6,Q99570
Q9NPB6,Q9H061
Q9NPB6,Q9H9T3
Q9NPB6,P51532
Q9NPB6,Q9NR48
Q9NPB6,Q9NYL2
Q70IA8,Q9H2S9
Q70IA8,P49585
Q70IA8,Q9Y6X3
Q70IA8,Q8IVU9
Q70IA8,Q6NW29
O14972,Q5T3J3
O14972,Q96DA2
O14972,Q96JK9
O14972,O15151
O14972,Q9NUI1
O14972,Q7Z4G1
O14972,Q7RTV0
O14972,Q8N668
O14972,Q9Y6G5
O14972,Q14627
O14972,Q9NX08
O14972,Q9UBI1
O14972,Q9H0A8
O14972,Q7Z3J2
O14972,Q86X83
O14972,Q567U6
O14972,Q86VX2
O14972,Q8TCE6
O14972,O60826
O14972,Q9GZQ3
O14972,Q9P000
O14972,Q8NGZ3
O14972,P43487
O14972,Q9UIA9
O14972,Q00266
Q9HCG8,P06703
Q9HCG8,P21741
Q9HCG8,Q9H4G0
Q9HCG8,Q8IWU5
Q9HCG8,Q9P2G4
Q9HCG8,P35070
Q9HCG8,Q8N7X8
Q9HCG8,Q9UEU0
Q9HCG8,P61981
Q9HCG8,Q8N0W7
Q9HCG8,O14595
Q9HCG8,Q6UXG8
Q9HCG8,Q8TEW6
Q9HCG8,P32249
Q9HCG8,P48426
Q9HCG8,P43115
Q9HCG8,Q8N9I0
Q9HCG8,Q96PL5
Q9HCG8,Q9Y2J2
Q9HCG8,Q9H6A0
Q9HCG8,Q9HCM4
Q9HCG8,Q8NCB2
Q9HCG8,O00541
Q9HCG8,O43491
Q9HCG8,P35268
Q9HCG8,P55075
Q9HCG8,Q9UBC1
Q9HCG8,Q99442
Q9HCG8,Q9H329
Q9HCG8,Q04917
Q9HCG8,Q8N3E9
Q9HCG8,P0DMV0
Q9HCG8,P0DMU8
Q9HCG8,P0DMU7
Q9HCG8,Q9GZS9
Q9HCG8,Q9BUQ8
Q6X4W1,O14950
Q6X4W1,O14512
Q6X4W1,Q96SI1
