uniprot_entry	source
Q9BXS6	literature
Q15811	literature
O15381	literature
O75177	literature
A7MCY6	literature
Q9NPJ4	literature
Q16082	literature
P17066	literature
P55884	literature
Q96QA6	literature
Q8IXH7	literature
P00441	literature
Q9Y2V2	literature
Q9NSU2	literature
Q8TC56	literature
Q9NRA8	literature
Q9UHD2	literature
Q9BUT9	literature
O60828	literature
Q86WT6	literature
Q3ZCQ8	literature
Q00839	literature
O00422	literature
O75319	literature
Q8IYT8	literature
Q9NPI6	literature
Q9NRX1	literature
Q86SQ0	literature
Q9UL42	literature
Q13542	literature
P84022	literature
P62750	literature
Q9NPA8	literature
Q09028	literature
Q9HCG8	literature
Q6P2E9	literature
O00401	literature
Q9Y6Q9	literature
Q9NR30	literature
P84103	literature
Q9H165	literature
Q9HAJ7	literature
Q9Y2F5	literature
Q8ND56	literature
Q96NS1	literature
Q15691	literature
Q8WUM0	literature
Q9NQS7	literature
P10644	literature
Q9Y3S2	literature
Q9NQT5	literature
Q92547	literature
Q6VMQ6	literature
Q8N726	literature
Q14671	literature
P52948	literature
Q8N884	literature
Q15717	literature
O43463	literature
Q9UMX0	literature
Q9NRC8	literature
Q9H9Z2	literature
Q00613	literature
Q03135	literature
P25490	literature
O14686	literature
Q9BQ04	literature
Q9NZ56	literature
Q15397	literature
Q96C19	literature
P38432	literature
Q07955	literature
P23396	literature
P83916	literature
O95613	literature
A1L020	literature
P42285	literature
P51816	literature
Q92841	literature
Q92973	literature
Q96BY2	literature
P38159	literature
Q66PJ3	literature
Q92805	literature
Q8WV24	literature
P31943	literature
Q15723	literature
Q9UN81	literature
Q96CJ1	literature
P18615	literature
Q99873	literature
P46100	literature
Q13618	literature
O43809	literature
Q8IUD2	literature
P02545	literature
O76021	literature
P37840	literature
P62913	literature
P25685	literature
Q9Y2X7	literature
O43781	literature
Q96MF7	literature
C9JLW8	literature
P60484	literature
Q13427	literature
P55795	literature
Q9BYB0	literature
P15502	literature
P11388	literature
Q6ZMT4	literature
Q96F86	literature
P50995	literature
Q9UK58	literature
P42768	literature
Q96PV0	literature
Q9NVV9	literature
Q8N2W9	literature
Q9NYF0	literature
Q9H1Q7	literature
Q969G3	literature
P0DI83	literature
Q9NVP1	literature
P10275	literature
Q14157	literature
Q9H0L4	literature
Q9NTZ6	literature
Q8IUF8	literature
O14979	literature
O75683	literature
P00519	literature
P49790	literature
Q9H9J4	literature
Q9ULX6	literature
P07237	literature
Q01826	literature
Q9UK45	literature
Q13094	literature
Q96SB8	literature
Q8IWJ2	literature
Q9UKV8	literature
P62995	literature
P52597	literature
Q92966	literature
Q9Y2X0	literature
P08908	literature
Q86V81	literature
Q9H3S7	literature
P48729	literature
P46937	literature
P55735	literature
Q9BV38	literature
P42858	literature
Q7L622	literature
Q15233	literature
P15056	literature
Q16236	literature
P10276	literature
Q8TD31	literature
Q9H1I8	literature
Q04637	literature
Q8NCA5	literature
Q13901	literature
Q9H4L4	literature
Q96Q89	literature
P98179	literature
P80723	literature
O43390	literature
Q5W0Q7	literature
P04049	literature
P52298	literature
P19474	literature
A8CG34	literature
Q9UKY1	literature
P26599	literature
Q9BVP2	literature
P68400	literature
Q92585	literature
P35453	literature
P61129	literature
Q9BZB8	literature
Q86WV6	literature
Q9UER7	literature
O95707	literature
Q8WXI9	literature
P49711	literature
Q53GS7	literature
Q9UKX7	literature
Q14149	literature
Q92777	literature
Q9Y3R0	literature
P20592	literature
Q92993	literature
P19622	literature
Q71RC2	literature
P13056	literature
P63244	literature
Q14694	literature
A5YKK6	literature
Q92995	literature
Q9H6S1	literature
Q9H869	literature
P07320	literature
Q86U42	literature
Q8NE35	literature
Q8TBZ6	literature
Q14207	literature
Q13148	literature
Q9NVM4	literature
P46013	literature
Q13526	literature
Q8N9N2	literature
P41220	literature
Q99996	literature
Q14676	literature
Q99496	literature
Q969H0	literature
Q8IY18	literature
P45974	literature
P26651	literature
O60934	literature
P34931	literature
Q9H583	literature
Q01081	literature
Q9NYF8	literature
Q8TD16	literature
Q14331	literature
P06401	literature
P15927	literature
Q9H4Z2	literature
Q8NHM5	literature
Q96HI0	literature
Q96EU6	literature
Q16533	literature
P51532	literature
P11940	literature
Q96CN9	literature
Q5F1R6	literature
Q92804	literature
Q92979	literature
Q8NDV7	literature
Q9GZV5	literature
P61011	literature
Q16630	literature
Q9NVN8	literature
P05067	literature
Q07157	literature
P04156	literature
O60479	literature
Q5HYJ3	literature
P19484	literature
P17931	literature
P48436	literature
Q13428	literature
A0A0U1RRE5	literature
P20930	literature
Q7Z5Q1	literature
Q06787	literature
Q92766	literature
Q9BZE4	literature
O75494	literature
Q06609	literature
Q6ZN16	literature
Q13136	literature
Q9NV06	literature
P55199	literature
Q8TF01	literature
P18031	literature
Q9H0S4	literature
P55769	literature
Q05086	literature
P55265	literature
P57740	literature
Q14684	literature
Q99700	literature
Q6PCD5	literature
O60936	literature
Q92737	literature
Q8IYB3	literature
O43823	literature
Q8N3Z6	literature
Q9P1T7	literature
P23771	literature
Q15648	literature
Q9Y3M2	literature
Q9UQ35	literature
P49721	literature
P68431	literature
P46777	literature
Q9H0A0	literature
Q15468	literature
Q96QD9	literature
Q9C086	literature
Q9Y657	literature
P62491	literature
Q8N684	literature
Q12837	literature
Q9HC62	literature
Q5T1M5	literature
O00410	literature
Q9P0U4	literature
P52292	literature
Q08379	literature
Q06587	literature
Q8WYP5	literature
P54132	literature
Q14145	literature
Q09161	literature
Q96PK6	literature
Q9HA38	literature
Q96GC6	literature
Q9H9G7	literature
P33076	literature
Q9NSC5	literature
P20591	literature
Q9H0D6	literature
Q13151	literature
P51114	literature
Q13838	literature
O75334	literature
Q969K3	literature
P04150	literature
Q92793	literature
P22087	literature
P28347	literature
Q7Z417	literature
O15527	literature
Q7Z739	literature
O96028	literature
Q9UMY1	literature
O94906	literature
Q9H7B2	literature
Q5T481	literature
Q96JK9	literature
P38919	literature
P01116	literature
Q9H2U1	literature
P09651	literature
Q8NC56	literature
Q00994	literature
Q99729	literature
O15213	literature
Q96EP1	literature
Q13535	literature
O95453	literature
O43447	literature
Q8NDT2	literature
Q9NQB0	literature
Q6NZI2	literature
P23497	literature
Q5FBB7	literature
O00444	literature
Q13185	literature
Q9Y230	literature
Q01860	literature
Q8N668	literature
Q14444	literature
Q7Z2E3	literature
O15550	literature
Q00987	literature
Q8WXF8	literature
O00165	literature
Q93062	literature
Q86WX3	literature
Q12906	literature
P02649	literature
Q15561	literature
P56182	literature
Q05D60	literature
P19338	literature
P29590	literature
Q9UN86	literature
Q99848	literature
Q96EP5	literature
P49715	literature
Q6P2H3	literature
A2A288	literature
Q9Y4Z0	literature
O15055	literature
Q9H9Y6	literature
Q13761	literature
Q5JVS0	literature
Q9UKA9	literature
P19544	literature
Q5T5X7	literature
Q96MU7	literature
O14980	literature
P17676	literature
P08621	literature
Q14781	literature
P78352	literature
P0C0S8	literature
Q9Y4Y9	literature
Q9NQI0	literature
O15047	literature
P31689	literature
Q14103	literature
Q12769	literature
O43791	literature
Q9Y4X5	literature
Q8N567	literature
Q14966	literature
P62310	literature
Q9UQ80	literature
P54727	literature
Q9H307	literature
Q14764	literature
O15234	literature
Q07666	literature
Q9BY44	literature
Q9BUR4	literature
Q08211	literature
Q5TGY3	literature
Q7L014	literature
Q9NVU7	literature
Q01085	literature
Q9H814	literature
Q9BYJ9	literature
Q92900	literature
Q9NZI8	literature
P01106	literature
P52824	literature
Q76FK4	literature
P33240	literature
O95232	literature
P11387	literature
A0JLT2	literature
P51531	literature
O60563	literature
P81133	literature
P07305	literature
Q9Y5A9	literature
P35637	literature
P03372	literature
O43660	literature
Q14004	literature
P31942	literature
O75791	literature
P23246	literature
Q9UJA5	literature
Q16790	literature
O75385	literature
P16333	literature
P17844	literature
Q12888	literature
P18583	literature
Q02040	literature
Q8N1F7	literature
Q9H8H0	literature
Q9UPQ9	literature
P46783	literature
Q96B97	literature
Q9NRG9	literature
P06241	literature
Q5HY92	literature
Q15020	literature
P10636	literature
Q9NTK5	literature
Q9H9S0	literature
Q9H8H2	literature
Q15061	literature
Q96ST3	literature
Q03188	literature
P10071	literature
Q8IYB7	literature
Q13402	literature
Q96GQ7	literature
Q96PM9	literature
Q8N3C0	literature
P26196	literature
Q15154	literature
P54274	literature
P40337	literature
Q14974	literature
Q96G21	literature
P0DMV8	literature
P06730	literature
P51991	literature
P16383	literature
Q9Y4W2	literature
Q96HW7	literature
O75925	literature
Q8IZD2	literature
P62312	literature
P12270	literature
Q92621	literature
Q53HL2	literature
Q9H3P2	literature
Q9BWG6	literature
Q5EE01	literature
Q6ZN17	literature
Q8IU60	literature
Q96J87	literature
Q8IUH3	literature
Q96SQ7	literature
Q9BZI7	literature
Q05066	literature
Q7Z3E1	literature
Q04206	literature
Q9UKL3	literature
Q15024	literature
Q9UL18	literature
O94986	literature
Q14164	literature
Q58A45	literature
O15446	literature
Q8IZL8	literature
Q9UHD9	literature
Q8IZD4	literature
Q9NWB1	literature
Q9NYH9	literature
P55072	literature
P24928	literature
Q8NG66	literature
Q9UBN7	literature
P62993	literature
P25054	literature
Q8NDF8	literature
Q96HA1	literature
Q86YP4	literature
Q13501	literature
Q8IZL2	literature
Q6RFH5	literature
Q96S94	literature
Q5C9Z4	literature
Q9UDY2	literature
Q13627	literature
P61978	literature
Q9NYV6	literature
Q08378	literature
Q9H2X6	literature
P31271	literature
Q86U44	literature
P50222	literature
Q99638	literature
P0CG48	literature
Q01130	literature
O75928	literature
Q9H9L3	literature
Q9H211	literature
Q9Y6X2	literature
Q13610	literature
Q9H116	literature
Q8NG50	literature
O14641	literature
Q9GZL7	literature
Q07889	literature
P39748	literature
Q9NZM5	literature
P02792	literature
Q6UWU4	literature
Q9BRP8	literature
O43670	literature
Q86YR5	literature
P55854	literature
Q96GM8	literature
Q5SY16	literature
O15392	literature
Q969X6	literature
Q13263	literature
Q13342	literature
Q96LA8	literature
P62877	literature
P35555	literature
P26368	literature
Q6PIF6	literature
P48431	literature
Q07352	literature
Q8WXF1	literature
O00567	literature
O43561	literature
Q9BW27	literature
Q96MT8	literature
Q96T37	literature
Q13950	literature
P45973	literature
O75151	literature
Q6NT76	literature
Q8IZU1	literature
P29375	literature
P62140	literature
Q9UPS6	literature
Q08170	literature
P63165	literature
Q96JC9	literature
P57052	literature
Q8WWM7	literature
Q0WX57	literature
Q9UPU9	literature
Q13439	literature
Q9H089	literature
Q9P2D1	literature
Q9BWF2	literature
Q9Y221	literature
Q96EV8	literature
Q8NFZ5	literature
Q7Z6G8	literature
Q9NRR5	literature
Q6P6C2	literature
O00257	literature
Q15007	literature
Q9UBY9	literature
O15169	literature
Q9BZJ0	literature
P04637	literature
P17600	literature
O60500	literature
P61236	literature
Q8IY81	literature
Q9Y6N9	literature
Q96EB6	literature
O60832	literature
P11021	literature
Q14978	literature
Q9Y333	literature
Q01844	literature
P21359	literature
Q17RY0	literature
Q99720	literature
I0J062	literature
Q13895	literature
O15116	literature
Q9H0G5	literature
O95049	literature
Q6UVJ0	literature
Q14596	literature
Q9HAF1	literature
P04792	literature
P51955	literature
Q9BUJ2	literature
P0DPB6	literature
Q9NSB8	literature
Q09472	literature
Q8IV48	literature
Q9NPE3	literature
Q8WZ33	literature
Q9NW13	literature
Q5U5Q3	literature
O14746	literature
Q96FX7	literature
Q9P275	literature
P35222	literature
Q06265	literature
Q9NV31	literature
O43663	literature
Q9C0B1	literature
Q06124	literature
Q9NQT4	literature
Q12988	literature
P22626	literature
Q9NXF1	literature
Q96LT7	literature
Q15059	literature
P40763	literature
Q5VSY0	literature
P49792	literature
P31483	literature
